profile,profile_id,original,raw_normalized,research_area_normalized,matched_candidate_terms,matched_sources,matched_cuis,has_umls_match,final_output,final_output_simplified,final_output_simplified_cleaned,source_weight,tag_weight,research_tag_publishable
e754b33f-1a31-420f-b17a-1c21838a82dd,e754b33f-1a31-420f-b17a-1c21838a82dd,Teaching,teaching,,teaching,,,no,teaching,Teaching,Teaching,1.0,1.0,Teaching
e754b33f-1a31-420f-b17a-1c21838a82dd,e754b33f-1a31-420f-b17a-1c21838a82dd,Leadership,leadership,,leadership,,,no,leadership,Leadership,Leadership,1.0,1.0,Leadership
e754b33f-1a31-420f-b17a-1c21838a82dd,e754b33f-1a31-420f-b17a-1c21838a82dd,Research Skills,research skills,research | Research Design | Nursing Research,,MTH | MSH,C0035168 | C0035171 | C0028695,yes,research | Research Design | Nursing Research,Research Skills,Research Skills,1.0,0.62,
e754b33f-1a31-420f-b17a-1c21838a82dd,e754b33f-1a31-420f-b17a-1c21838a82dd,Shift Supervisor,shift supervisor,Shift worker | Mediastinal shift,,MTH | SNOMEDCT_US,C0425104 | C0264576,yes,Shift worker | Mediastinal shift,Shift Supervisor,Shift Supervisor,0.5,0.62,
e754b33f-1a31-420f-b17a-1c21838a82dd,e754b33f-1a31-420f-b17a-1c21838a82dd,Teaching and Leadership,teaching and leadership,,,,,no,teaching and leadership,Teaching and Leadership,Teaching And Leadership,0.5,0.5,Teaching And Leadership
e754b33f-1a31-420f-b17a-1c21838a82dd,e754b33f-1a31-420f-b17a-1c21838a82dd,Nephrology Research Group,nephrology research group,,research group,,,no,nephrology research group,Nephrology Research Group,Nephrology Research Group,0.5,0.5,Nephrology Research Group
e754b33f-1a31-420f-b17a-1c21838a82dd,e754b33f-1a31-420f-b17a-1c21838a82dd,Why am I seeing this ad?,why am i seeing this ad,,,,,no,why am i seeing this ad,Why am I seeing this ad?,Why Am I Seeing This Ad,0.5,0.5,Why Am I Seeing This Ad
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,Machine Learning-based Estimation of Respiratory Fluctuations in a Healthy Adult Population using resting state BOLD fMRI and Head Motion Parameters,machine learning-based estimation of respiratory fluctuations in a healthy adult population using resting state bold fmri and head motion parameters,,,,,no,machine learning-based estimation of respiratory fluctuations in a healthy adult population using resting state bold fmri and head motion parameters,Machine Learning-based Estimation of Respiratory Fluctuations in a Healthy Adult Population using resting state BOLD fMRI and Head Motion Parameters,Machine Learning Based Estimation Of Respiratory Fluctuations In A Healthy Adult Population Using Resting State BOLD Fmri And Head Motion Parameters,0.9,0.9,Machine Learning Based Estimation Of Respiratory Fluctuations In A Healthy Adult Population Using Resting State BOLD Fmri And Head Motion Parameters
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,Image Translation for Estimating Two‐Dimensional Axial Amyloid‐Beta PET From Structural MRI,image translation for estimating two dimensional axial amyloid beta pet from structural mri,,,,,no,image translation for estimating two dimensional axial amyloid beta pet from structural mri,Image Translation for Estimating Two‐Dimensional Axial Amyloid‐Beta PET From Structural MRI,Image Translation For Estimating Two Dimensional Axial Amyloid Beta PET From Structural MRI,0.9,0.9,Image Translation For Estimating Two Dimensional Axial Amyloid Beta PET From Structural MRI
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,Limitations Of the Derived Respiratory Variation Measurements Used in Functional Magnetic Resonance Imaging,limitations of the derived respiratory variation measurements used in functional magnetic resonance imaging,,,,,no,limitations of the derived respiratory variation measurements used in functional magnetic resonance imaging,Limitations Of the Derived Respiratory Variation Measurements Used in Functional Magnetic Resonance Imaging,Limitations Of The Derived Respiratory Variation Measurements Used In Functional Magnetic Resonance Imaging,0.9,0.9,Limitations Of The Derived Respiratory Variation Measurements Used In Functional Magnetic Resonance Imaging
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,Direct Machine Learning Reconstruction of Respiratory Variation Waveforms from Resting State fMRI Data in a Pediatric Population,direct machine learning reconstruction of respiratory variation waveforms from resting state fmri data in a pediatric population,,,,,no,direct machine learning reconstruction of respiratory variation waveforms from resting state fmri data in a pediatric population,Direct Machine Learning Reconstruction of Respiratory Variation Waveforms from Resting State fMRI Data in a Pediatric Population,Direct Machine Learning Reconstruction Of Respiratory Variation Waveforms From Resting State Fmri Data In A Pediatric Population,0.9,0.9,Direct Machine Learning Reconstruction Of Respiratory Variation Waveforms From Resting State Fmri Data In A Pediatric Population
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,An intelligent system based on optimized ANFIS and association rules for power transformer fault diagnosis,an intelligent system based on optimized anfis and association rules for power transformer fault diagnosis,,,,,no,an intelligent system based on optimized anfis and association rules for power transformer fault diagnosis,An intelligent system based on optimized ANFIS and association rules for power transformer fault diagnosis,Intelligent System Based On Optimized ANFIS And Association Rules For Power Transformer Fault Diagnosis,0.9,0.9,Intelligent System Based On Optimized ANFIS And Association Rules For Power Transformer Fault Diagnosis
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,Control chart pattern recognition using RBF neural network with new training algorithm and practical features,control chart pattern recognition using rbf neural network with new training algorithm and practical features,,,,,no,control chart pattern recognition using rbf neural network with new training algorithm and practical features,Control chart pattern recognition using RBF neural network with new training algorithm and practical features,Control Chart Pattern Recognition Using RBF Neural Network With New Training Algorithm And Practical Features,0.9,0.9,Control Chart Pattern Recognition Using RBF Neural Network With New Training Algorithm And Practical Features
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,"As a 4th-year PhD candidate in Biomedical Engineering at the University of Calgary, my research focuses on advancing machine learning applications for fMRI data analysis. I specialize in physiological signal processing and functional connectivity, aiming to improve the accuracy of physiological noise correction and enhance our understanding of brain dynamics. My current projects involve reconstructing physiological waveforms, such as respiratory and cardiac signals, directly from BOLD-fMRI data. Key achievements: -Awarded the Hotchkiss Brain Institute Scholarship and Eyes High Doctoral Recruitment Scholarship for outstanding research contributions. -Recipient of the Graduate Student Research Impact Excellence Award and BME Graduate Program Research Excellence Award in recognition of research impact and excellence in the Biomedical Engineering program. -Trainee at the Hotchkiss Brain Institute and Alberta Children’s Hospital Research Institute, collaborating on interdisciplinary research projects. -Published multiple peer-reviewed papers on physiological signal estimation and fMRI data processing in leading journals and conferences",as a 4th-year phd candidate in biomedical engineering at the university of calgary my research focuses on advancing machine learning applications for fmri data analysis i specialize in physiological signal processing and functional connectivity aiming to improve the accuracy of physiological noise correction and enhance our understanding of brain dynamics my current projects involve reconstructing physiological waveforms such as respiratory and cardiac signals directly from bold-fmri data key achievements -awarded the hotchkiss brain institute scholarship and eyes high doctoral recruitment scholarship for outstanding research contributions -recipient of the graduate student research impact excellence award and bme graduate program research excellence award in recognition of research impact and excellence in the biomedical engineering program -trainee at the hotchkiss brain institute and alberta children s hospital research institute collaborating on interdisciplinary research projects -published multiple peer-reviewed papers on physiological signal estimation and fmri data processing in leading journals and conferences,,,,,no,as a 4th-year phd candidate in biomedical engineering at the university of calgary my research focuses on advancing machine learning applications for fmri data analysis i specialize in physiological signal processing and functional connectivity aiming to improve the accuracy of physiological noise correction and enhance our understanding of brain dynamics my current projects involve reconstructing physiological waveforms such as respiratory and cardiac signals directly from bold-fmri data key achievements -awarded the hotchkiss brain institute scholarship and eyes high doctoral recruitment scholarship for outstanding research contributions -recipient of the graduate student research impact excellence award and bme graduate program research excellence award in recognition of research impact and excellence in the biomedical engineering program -trainee at the hotchkiss brain institute and alberta children s hospital research institute collaborating on interdisciplinary research projects -published multiple peer-reviewed papers on physiological signal estimation and fmri data processing in leading journals and conferences,"As a 4th-year PhD candidate in Biomedical Engineering at the University of Calgary, my research focuses on advancing machine learning applications for fMRI data analysis. I specialize in physiological signal processing and functional connectivity, aiming to improve the accuracy of physiological noise correction and enhance our understanding of brain dynamics. My current projects involve reconstructing physiological waveforms, such as respiratory and cardiac signals, directly from BOLD-fMRI data. Key achievements: -Awarded the Hotchkiss Brain Institute Scholarship and Eyes High Doctoral Recruitment Scholarship for outstanding research contributions. -Recipient of the Graduate Student Research Impact Excellence Award and BME Graduate Program Research Excellence Award in recognition of research impact and excellence in the Biomedical Engineering program. -Trainee at the Hotchkiss Brain Institute and Alberta Children’s Hospital Research Institute, collaborating on interdisciplinary research projects. -Published multiple peer-reviewed papers on physiological signal estimation and fMRI data processing in leading journals and conferences",4Th Year Phd Candidate In Biomedical Engineering At The University Of Calgary My Research Focuses On Advancing Machine Learning Applications For Fmri Data Analysis I Specialize In Physiological Signal Processing And Functional Connectivity Aiming To Improve The Accuracy Of Physiological Noise Correction And Enhance Our Understanding Of Brain Dynamics My Current Projects Involve Reconstructing Physiological Waveforms Such As Respiratory And Cardiac Signals Directly From BOLD Fmri Data Key Achievements Awarded The Hotchkiss Brain Institute Scholarship And Eyes High Doctoral Recruitment Scholarship For Outstanding Research Contributions Recipient Of The Graduate Student Research Impact Excellence Award And BME Graduate Program Research Excellence Award In Recognition Of Research Impact And Excellence In The Biomedical Engineering Program Trainee At The Hotchkiss Brain Institute And Alberta Children S Hospital Research Institute Collaborating On Interdisciplinary Research Projects Published Multiple Peer Reviewed Papers On Physiological Signal Estimation And Fmri Data Processing In Leading Journals And Conferences,0.5,0.5,4Th Year Phd Candidate In Biomedical Engineering At The University Of Calgary My Research Focuses On Advancing Machine Learning Applications For Fmri Data Analysis I Specialize In Physiological Signal Processing And Functional Connectivity Aiming To Improve The Accuracy Of Physiological Noise Correction And Enhance Our Understanding Of Brain Dynamics My Current Projects Involve Reconstructing Physiological Waveforms Such As Respiratory And Cardiac Signals Directly From BOLD Fmri Data Key Achievements Awarded The Hotchkiss Brain Institute Scholarship And Eyes High Doctoral Recruitment Scholarship For Outstanding Research Contributions Recipient Of The Graduate Student Research Impact Excellence Award And BME Graduate Program Research Excellence Award In Recognition Of Research Impact And Excellence In The Biomedical Engineering Program Trainee At The Hotchkiss Brain Institute And Alberta Children S Hospital Research Institute Collaborating On Interdisciplinary Research Projects Published Multiple Peer Reviewed Papers On Physiological Signal Estimation And Fmri Data Processing In Leading Journals And Conferences
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,"Unpaid volunteer position as an Editorial Board Member for the Computational Research Progress in Applied Science & Engineering (CRPASE) journal. Responsibilities include evaluating manuscript submissions, collaborating with the Editor-in-Chief and fellow board members to maintain publication standards, and providing expert guidance on research methodologies and relevance. Actively contribute to promoting high-quality research in computational science and engineering by supporting the editorial and peer-review processes",unpaid volunteer position as an editorial board member for the computational research progress in applied science engineering crpase journal responsibilities include evaluating manuscript submissions collaborating with the editor-in-chief and fellow board members to maintain publication standards and providing expert guidance on research methodologies and relevance actively contribute to promoting high-quality research in computational science and engineering by supporting the editorial and peer-review processes,,,,,no,unpaid volunteer position as an editorial board member for the computational research progress in applied science engineering crpase journal responsibilities include evaluating manuscript submissions collaborating with the editor-in-chief and fellow board members to maintain publication standards and providing expert guidance on research methodologies and relevance actively contribute to promoting high-quality research in computational science and engineering by supporting the editorial and peer-review processes,"Unpaid volunteer position as an Editorial Board Member for the Computational Research Progress in Applied Science & Engineering (CRPASE) journal. Responsibilities include evaluating manuscript submissions, collaborating with the Editor-in-Chief and fellow board members to maintain publication standards, and providing expert guidance on research methodologies and relevance. Actively contribute to promoting high-quality research in computational science and engineering by supporting the editorial and peer-review processes",Unpaid Volunteer Position As An Editorial Board Member For The Computational Research Progress In Applied Science Engineering CRPASE Journal Responsibilities Include Evaluating Manuscript Submissions Collaborating With The Editor In Chief And Fellow Board Members To Maintain Publication Standards And Providing Expert Guidance On Research Methodologies And Relevance Actively Contribute To Promoting High Quality Research In Computational Science And Engineering By Supporting The Editorial And Peer Review Processes,0.5,0.5,Unpaid Volunteer Position As An Editorial Board Member For The Computational Research Progress In Applied Science Engineering CRPASE Journal Responsibilities Include Evaluating Manuscript Submissions Collaborating With The Editor In Chief And Fellow Board Members To Maintain Publication Standards And Providing Expert Guidance On Research Methodologies And Relevance Actively Contribute To Promoting High Quality Research In Computational Science And Engineering By Supporting The Editorial And Peer Review Processes
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,"Teaching Introduction to Biomedical Imaging and Applications (BMEN 509), covering foundational concepts and applications in biomedical imaging. -Designed and led a weekly 2-hour lab session, providing hands-on experience with MRI, CT, X-ray, PET, and ultrasound imaging. -Supervised two teaching assistants for lab sessions and student support. -Developed course materials, delivered lectures, and guided students in understanding biomedical imaging techniques. -Assessed student performance through assignments, labs, and exams",teaching introduction to biomedical imaging and applications bmen 509 covering foundational concepts and applications in biomedical imaging -designed and led a weekly 2-hour lab session providing hands-on experience with mri ct x-ray pet and ultrasound imaging -supervised two teaching assistants for lab sessions and student support -developed course materials delivered lectures and guided students in understanding biomedical imaging techniques -assessed student performance through assignments labs and exams,,,,,no,teaching introduction to biomedical imaging and applications bmen 509 covering foundational concepts and applications in biomedical imaging -designed and led a weekly 2-hour lab session providing hands-on experience with mri ct x-ray pet and ultrasound imaging -supervised two teaching assistants for lab sessions and student support -developed course materials delivered lectures and guided students in understanding biomedical imaging techniques -assessed student performance through assignments labs and exams,"Teaching Introduction to Biomedical Imaging and Applications (BMEN 509), covering foundational concepts and applications in biomedical imaging. -Designed and led a weekly 2-hour lab session, providing hands-on experience with MRI, CT, X-ray, PET, and ultrasound imaging. -Supervised two teaching assistants for lab sessions and student support. -Developed course materials, delivered lectures, and guided students in understanding biomedical imaging techniques. -Assessed student performance through assignments, labs, and exams",Teaching Introduction To Biomedical Imaging And Applications BMEN 509 Covering Foundational Concepts And Applications In Biomedical Imaging Designed And Led A Weekly 2 Hour Lab Session Providing Hands On Experience With MRI CT X Ray PET And Ultrasound Imaging Supervised Two Teaching Assistants For Lab Sessions And Student Support Developed Course Materials Delivered Lectures And Guided Students In Understanding Biomedical Imaging Techniques Assessed Student Performance Through Assignments Labs And Exams,0.5,0.5,Teaching Introduction To Biomedical Imaging And Applications BMEN 509 Covering Foundational Concepts And Applications In Biomedical Imaging Designed And Led A Weekly 2 Hour Lab Session Providing Hands On Experience With MRI CT X Ray PET And Ultrasound Imaging Supervised Two Teaching Assistants For Lab Sessions And Student Support Developed Course Materials Delivered Lectures And Guided Students In Understanding Biomedical Imaging Techniques Assessed Student Performance Through Assignments Labs And Exams
2150e7f0-9348-4733-b56a-600d219f5a78,2150e7f0-9348-4733-b56a-600d219f5a78,"Co-founded and led Ferdows Golestan Ghaboos, an NGO dedicated to supporting education for underprivileged children, particularly Afghan refugee families in Iran. -Organized fundraising efforts and distributed over 2,500 aid packages, including school supplies and essentials, to children from low-income families. -Provided free tutoring, counseling, and resources to help children continue their education, especially after the Zemestan-Yurt coal mine disaster, which left 100 children without a parent. -Honored by the President of Iran and the Welfare Organization in 2018 for impactful contributions to the community. -Developed leadership and interpersonal skills, managing a diverse team and fostering a culture of inclusion and support for disadvantaged groups",co-founded and led ferdows golestan ghaboos an ngo dedicated to supporting education for underprivileged children particularly afghan refugee families in iran -organized fundraising efforts and distributed over 2 500 aid packages including school supplies and essentials to children from low-income families -provided free tutoring counseling and resources to help children continue their education especially after the zemestan-yurt coal mine disaster which left 100 children without a parent -honored by the president of iran and the welfare organization in 2018 for impactful contributions to the community -developed leadership and interpersonal skills managing a diverse team and fostering a culture of inclusion and support for disadvantaged groups,,,,,no,co-founded and led ferdows golestan ghaboos an ngo dedicated to supporting education for underprivileged children particularly afghan refugee families in iran -organized fundraising efforts and distributed over 2 500 aid packages including school supplies and essentials to children from low-income families -provided free tutoring counseling and resources to help children continue their education especially after the zemestan-yurt coal mine disaster which left 100 children without a parent -honored by the president of iran and the welfare organization in 2018 for impactful contributions to the community -developed leadership and interpersonal skills managing a diverse team and fostering a culture of inclusion and support for disadvantaged groups,"Co-founded and led Ferdows Golestan Ghaboos, an NGO dedicated to supporting education for underprivileged children, particularly Afghan refugee families in Iran. -Organized fundraising efforts and distributed over 2,500 aid packages, including school supplies and essentials, to children from low-income families. -Provided free tutoring, counseling, and resources to help children continue their education, especially after the Zemestan-Yurt coal mine disaster, which left 100 children without a parent. -Honored by the President of Iran and the Welfare Organization in 2018 for impactful contributions to the community. -Developed leadership and interpersonal skills, managing a diverse team and fostering a culture of inclusion and support for disadvantaged groups",Co Founded And Led Ferdows Golestan Ghaboos An NGO Dedicated To Supporting Education For Underprivileged Children Particularly Afghan Refugee Families In Iran Organized Fundraising Efforts And Distributed Over 2 500 Aid Packages Including School Supplies And Essentials To Children From Low Income Families Provided Free Tutoring Counseling And Resources To Help Children Continue Their Education Especially After The Zemestan Yurt Coal Mine Disaster Which Left 100 Children Without A Parent Honored By The President Of Iran And The Welfare Organization In 2018 For Impactful Contributions To The Community Developed Leadership And Interpersonal Skills Managing A Diverse Team And Fostering A Culture Of Inclusion And Support For Disadvantaged Groups,0.5,0.5,Co Founded And Led Ferdows Golestan Ghaboos An NGO Dedicated To Supporting Education For Underprivileged Children Particularly Afghan Refugee Families In Iran Organized Fundraising Efforts And Distributed Over 2 500 Aid Packages Including School Supplies And Essentials To Children From Low Income Families Provided Free Tutoring Counseling And Resources To Help Children Continue Their Education Especially After The Zemestan Yurt Coal Mine Disaster Which Left 100 Children Without A Parent Honored By The President Of Iran And The Welfare Organization In 2018 For Impactful Contributions To The Community Developed Leadership And Interpersonal Skills Managing A Diverse Team And Fostering A Culture Of Inclusion And Support For Disadvantaged Groups
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,As a Software Developer & Data Scientist specializing in health tech,as a software developer data scientist specializing in health tech,,,,,no,as a software developer data scientist specializing in health tech,As a Software Developer & Data Scientist specializing in health tech,Software Developer Data Scientist Specializing In Health Tech,0.8,0.8,Software Developer Data Scientist Specializing In Health Tech
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,I build scalable,i build scalable,,,,,no,i build scalable,I build scalable,I Build Scalable,0.8,0.8,I Build Scalable
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,production-grade software that seamlessly integrates advanced AI and machine learning capabilities into clinical workflows,production-grade software that seamlessly integrates advanced ai and machine learning capabilities into clinical workflows,,,,,no,production-grade software that seamlessly integrates advanced ai and machine learning capabilities into clinical workflows,production-grade software that seamlessly integrates advanced AI and machine learning capabilities into clinical workflows,Production Grade Software That Seamlessly Integrates Advanced AI And Machine Learning Capabilities Into Clinical Workflows,0.8,0.8,Production Grade Software That Seamlessly Integrates Advanced AI And Machine Learning Capabilities Into Clinical Workflows
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,Currently developing robust software systems at the University of Calgary,currently developing robust software systems at the university of calgary,,,,,no,currently developing robust software systems at the university of calgary,Currently developing robust software systems at the University of Calgary,Currently Developing Robust Software Systems At The University Of Calgary,0.8,0.8,Currently Developing Robust Software Systems At The University Of Calgary
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,my expertise lies at the intersection of full-stack software architecture and applied AI,my expertise lies at the intersection of full-stack software architecture and applied ai,,,,,no,my expertise lies at the intersection of full-stack software architecture and applied ai,my expertise lies at the intersection of full-stack software architecture and applied AI,My Expertise Lies At The Intersection Of Full Stack Software Architecture And Applied AI,0.8,0.8,My Expertise Lies At The Intersection Of Full Stack Software Architecture And Applied AI
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,I focus on transforming complex clinical datasets and Electronic Health Records (EHR) into reliable,i focus on transforming complex clinical datasets and electronic health records ehr into reliable,,,,,no,i focus on transforming complex clinical datasets and electronic health records ehr into reliable,I focus on transforming complex clinical datasets and Electronic Health Records (EHR) into reliable,I Focus On Transforming Complex Clinical Datasets And Electronic Health Records EHR Into Reliable,0.8,0.8,I Focus On Transforming Complex Clinical Datasets And Electronic Health Records EHR Into Reliable
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,high-performance applications that improve patient outcomes,high-performance applications that improve patient outcomes,,,,,no,high-performance applications that improve patient outcomes,high-performance applications that improve patient outcomes,High Performance Applications That Improve Patient Outcomes,0.8,0.8,High Performance Applications That Improve Patient Outcomes
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,Key Highlights & Expertise,key highlights expertise,,,,,no,key highlights expertise,Key Highlights & Expertise,Key Highlights Expertise,0.8,0.8,Key Highlights Expertise
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,AI-Applied Software Engineering,ai-applied software engineering,,,,,no,ai-applied software engineering,AI-Applied Software Engineering,AI Applied Software Engineering,0.8,0.8,AI Applied Software Engineering
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,Architected an end-to-end clinical risk prediction application,architected an end-to-end clinical risk prediction application,Drug treatment stopped at end of clinical trial,end end clinical,SNOMEDCT_US,C2316597,yes,Drug treatment stopped at end of clinical trial,Architected an end-to-end clinical risk prediction application,Architected An End To End Clinical Risk Prediction Application,0.8,0.6885714285714286,Architected An End To End Clinical Risk Prediction Application
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,integrating fine-tuned Transformer models (Bio-BERT/ClinicalBERT) via PyTorch directly into secure,integrating fine-tuned transformer models bio-bert clinicalbert via pytorch directly into secure,,,,,no,integrating fine-tuned transformer models bio-bert clinicalbert via pytorch directly into secure,integrating fine-tuned Transformer models (Bio-BERT/ClinicalBERT) via PyTorch directly into secure,Integrating Fine Tuned Transformer Models Bio BERT Clinicalbert Via Pytorch Directly Into Secure,0.8,0.8,Integrating Fine Tuned Transformer Models Bio BERT Clinicalbert Via Pytorch Directly Into Secure
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,cloud-native software microservices,cloud-native software microservices,,,,,no,cloud-native software microservices,cloud-native software microservices,Cloud Native Software Microservices,0.8,0.8,Cloud Native Software Microservices
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,Cloud Architecture & MLOps,cloud architecture mlops,,,,,no,cloud architecture mlops,Cloud Architecture & MLOps,Cloud Architecture Mlops,0.8,0.8,Cloud Architecture Mlops
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,Experienced in designing scalable backend infrastructure on AWS (ECS,experienced in designing scalable backend infrastructure on aws ecs,,,,,no,experienced in designing scalable backend infrastructure on aws ecs,Experienced in designing scalable backend infrastructure on AWS (ECS,Experienced In Designing Scalable Backend Infrastructure On AWS ECS,0.8,0.8,Experienced In Designing Scalable Backend Infrastructure On AWS ECS
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,EKS,eks,virin EKS,eks,MSH,C0660200,yes,virin EKS,EKS,EKS,0.8,1.09,EKS
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,SageMaker) using Docker and robust CI/CD pipelines to ensure efficient,sagemaker using docker and robust ci cd pipelines to ensure efficient,,,,,no,sagemaker using docker and robust ci cd pipelines to ensure efficient,SageMaker) using Docker and robust CI/CD pipelines to ensure efficient,Sagemaker Using Docker And Robust CI CD Pipelines To Ensure Efficient,0.8,0.8,Sagemaker Using Docker And Robust CI CD Pipelines To Ensure Efficient
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,low-latency model inference in production,low-latency model inference in production,,,,,no,low-latency model inference in production,low-latency model inference in production,Low Latency Model Inference In Production,0.8,0.8,Low Latency Model Inference In Production
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,I hold a Master's in Software Engineering,i hold a master s in software engineering,,,,,no,i hold a master s in software engineering,I hold a Master's in Software Engineering,I Hold A Master S In Software Engineering,0.8,0.8,I Hold A Master S In Software Engineering
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,providing me with a deep foundation in algorithm design,providing me with a deep foundation in algorithm design,,,,,no,providing me with a deep foundation in algorithm design,providing me with a deep foundation in algorithm design,Providing Me With A Deep Foundation In Algorithm Design,0.8,0.8,Providing Me With A Deep Foundation In Algorithm Design
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,object-oriented programming,object-oriented programming,,object oriented | oriented programming,,,no,object-oriented programming,object-oriented programming,Object Oriented Programming,0.8,0.8,Object Oriented Programming
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,and scalable systems,and scalable systems,,,,,no,and scalable systems,and scalable systems,Scalable Systems,0.8,0.8,
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,I am passionate about modern software craftsmanship,i am passionate about modern software craftsmanship,,,,,no,i am passionate about modern software craftsmanship,I am passionate about modern software craftsmanship,I Am Passionate About Modern Software Craftsmanship,0.8,0.8,I Am Passionate About Modern Software Craftsmanship
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,currently expanding my focus into building robust deployment pipelines for clinical LLMs and implementing Explainable AI (XAI) frameworks within software user interfaces,currently expanding my focus into building robust deployment pipelines for clinical llms and implementing explainable ai xai frameworks within software user interfaces,,,,,no,currently expanding my focus into building robust deployment pipelines for clinical llms and implementing explainable ai xai frameworks within software user interfaces,currently expanding my focus into building robust deployment pipelines for clinical LLMs and implementing Explainable AI (XAI) frameworks within software user interfaces,Currently Expanding My Focus Into Building Robust Deployment Pipelines For Clinical Llms And Implementing Explainable AI XAI Frameworks Within Software User Interfaces,0.8,0.8,Currently Expanding My Focus Into Building Robust Deployment Pipelines For Clinical Llms And Implementing Explainable AI XAI Frameworks Within Software User Interfaces
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,Always open to connecting with fellow engineers,always open to connecting with fellow engineers,,,,,no,always open to connecting with fellow engineers,Always open to connecting with fellow engineers,Always Open To Connecting With Fellow Engineers,0.8,0.8,Always Open To Connecting With Fellow Engineers
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,architects,architects,,architects,,,no,architects,architects,Architects,0.8,0.8,Architects
855929b9-766b-4077-97ce-9ea170a67b85,855929b9-766b-4077-97ce-9ea170a67b85,and innovators building the future of health tech,and innovators building the future of health tech,,,,,no,and innovators building the future of health tech,and innovators building the future of health tech,Innovators Building The Future Of Health Tech,0.8,0.8,Innovators Building The Future Of Health Tech
